,geohash6,day,timestamp,demand
1276040,qp03pr,4,7:15,0.2958867742699327
1276148,qp03pr,47,9:0,0.2373145176568109
1276458,qp03pr,20,1:45,0.02913240440607213
1276514,qp03x8,16,10:15,0.1413611418789512
1277374,qp098h,25,4:45,0.199483195286742
1277690,qp03pr,21,22:30,0.0795482165244799
1277735,qp03x8,51,22:0,0.0857757008270442
1278015,qp03x8,48,14:45,0.04436167417909263
1278052,qp098h,12,23:15,0.06324722061675045
1279038,qp03pr,38,13:0,0.1688570987381749
1279059,qp098h,57,19:30,0.024342754959561785
1279580,qp03pr,31,7:15,0.2367182712010435
1280936,qp098h,50,11:0,0.18476782604528225
1281003,qp098h,39,21:0,0.0731276044049658
1281040,qp098h,48,3:30,0.13622019547714034
1281582,qp03x8,19,12:0,0.07144339685771951
1281845,qp03x8,39,10:0,0.12259267065248985
1281950,qp03pr,18,15:0,0.11772516561172612
1282264,qp03pr,47,2:0,0.07701067807419898
1283420,qp03x8,36,22:45,0.10030318471993438
1283499,qp098h,47,0:0,0.12126200219691992
1283702,qp03pr,50,0:45,0.17849764352999806
1283727,qp03x8,57,23:0,0.2070403334370968
1284063,qp03pr,58,0:0,0.1811138518887148
1284637,qp03x8,47,22:15,0.04631130350074929
1284863,qp03pr,55,8:0,0.15714117592984947
1285091,qp03x8,19,15:45,0.02562676171459
1285304,qp098h,43,19:45,0.007211316388431988
1285307,qp098h,17,15:45,0.07296043053838716
1285356,qp03x8,18,20:45,0.031925065922618165
1285434,qp03pr,21,0:45,0.1224016649626072
1285524,qp098h,13,23:15,0.03773041987139507
1285863,qp098h,34,21:30,0.09260516885020226
1285965,qp03x8,35,18:15,0.0016989827532444895
1286170,qp03x8,14,14:45,0.07532313782199157
1286371,qp03x8,12,18:0,0.015157155646838982
1286585,qp03pr,31,22:45,0.06510511084613975
1286840,qp03x8,40,15:15,0.1232635929747576
1287896,qp03x8,13,7:30,0.1173630198239784
1287940,qp098h,21,12:45,0.1278461224878709
1287948,qp03x8,2,16:0,0.015067007571574118
1288068,qp098h,24,7:30,0.1288698293472025
1288115,qp03x8,12,0:15,0.08696155886781863
1288302,qp03x8,9,16:30,0.02173988662984285
1288415,qp098h,33,14:15,0.07423601975873936
1288548,qp098h,5,16:45,0.059577908628704275
1288748,qp098h,20,19:45,0.02187640551744405
1288894,qp03pr,19,7:15,0.15685778173945394
1288953,qp098h,47,3:30,0.16950942314806194
1289276,qp098h,3,5:30,0.19299229683996025
1289286,qp03x8,45,23:45,0.04706794087882266
1289901,qp098h,23,14:0,0.07770126969163617
1289977,qp098h,37,21:0,0.07171002086967558
1290122,qp03pr,38,5:15,0.23075882685147625
1290354,qp03x8,49,11:45,0.09929658695874018
1290469,qp03x8,5,1:30,0.1080714414050044
1290519,qp098h,16,6:45,0.26636224012825743
1290546,qp03x8,7,18:45,0.01474428837610667
1291131,qp098h,15,11:45,0.12901010366400284
1291154,qp03pr,7,14:45,0.18026738438651896
1291176,qp098h,3,17:15,0.07118507765437024
1291264,qp098h,39,11:45,0.24333932206551376
1291305,qp03pr,36,0:0,0.11944481158059694
1291649,qp03x8,50,3:0,0.12608976949244138
1291819,qp03x8,40,10:15,0.09729086713763156
1292982,qp098h,30,16:45,0.029854624143895094
1293151,qp03pr,49,14:0,0.22984119464541666
1293220,qp03x8,41,0:45,0.09876131578871464
1293230,qp03pr,15,11:15,0.3627453157042768
1293392,qp03x8,54,12:15,0.1183068941515328
1293402,qp03x8,61,1:15,0.1227645583085945
1293512,qp03pr,41,21:15,0.035732861410252295
1293665,qp03pr,55,5:15,0.07119298531585136
1293765,qp098h,58,16:15,0.04576429091954223
1293785,qp03pr,52,13:15,0.5194026538420006
1294016,qp098h,45,18:0,0.04344702250462072
1294454,qp098h,27,13:30,0.1073636363295687
1294497,qp03x8,54,0:0,0.10232918958491534
1294598,qp098h,40,10:0,0.18952541443511733
1294651,qp03pr,51,7:15,0.2283327151436752
1294976,qp098h,8,16:30,0.025503649510729712
1295069,qp03pr,60,3:15,0.2490317894860633
1295083,qp098h,34,19:45,0.011169598325025232
1295220,qp098h,31,15:15,0.07085307358730374
1295330,qp03pr,22,10:15,0.3089663163203038
1295349,qp03x8,10,11:30,0.08072015563470111
1295578,qp098h,60,4:45,0.12687866423080124
1296006,qp098h,61,9:30,0.17811090234018676
1296692,qp098h,16,7:0,0.1913502371247541
1296735,qp03pr,50,13:15,0.2551619667530154
1296827,qp03x8,26,17:0,0.0296800163794518
1296976,qp098h,29,10:0,0.13899300944295376
1297317,qp03x8,29,7:45,0.1089001744852596
1297847,qp03x8,39,0:15,0.16310780121589608
1297938,qp03pr,31,18:15,0.11573747045864845
1298446,qp098h,28,10:45,0.08295123357708213
1298476,qp098h,37,14:30,0.08625439943174966
1299255,qp03pr,51,4:0,0.2327234003879996
1299316,qp03x8,18,3:45,0.1491437403699425
1299511,qp098h,56,14:30,0.08776987645425681
1299575,qp03pr,23,17:15,0.08379236499700131
1299632,qp098h,45,15:0,0.1428815215459721
1299744,qp098h,12,18:45,0.0003605751814728488
1300309,qp098h,50,1:0,0.19475929900124936
1300368,qp098h,61,17:0,0.07447269746478029
1300586,qp03pr,24,12:45,0.26914414562292266
1300621,qp03x8,27,16:30,0.04562202245514477
1300969,qp098h,30,11:15,0.16062376548411364
1301090,qp03x8,36,7:0,0.14286565750294705
1301246,qp03x8,23,5:30,0.10304270269793987
1301297,qp03x8,29,3:45,0.09078024457743206
1301553,qp03pr,58,8:15,0.2773385452184428
1301761,qp098h,52,3:45,0.16608746725178153
1302039,qp03x8,24,16:15,0.03242981476801768
1302411,qp03x8,39,14:0,0.10793411362724888
1302807,qp098h,36,20:15,0.03377486458197438
1303108,qp098h,4,6:45,0.164857326335019
1303727,qp03pr,34,11:0,0.10397886212969944
1304260,qp03x8,41,2:30,0.1211768233772274
1305316,qp03pr,44,1:30,0.17027088859004252
1305627,qp03pr,33,22:0,0.06397146609730857
1305637,qp03x8,40,14:30,0.11251621723015157
1305801,qp03x8,33,6:0,0.1400922210648673
1306076,qp03pr,42,7:30,0.2993118603474582
1306321,qp03x8,16,0:15,0.15459794080968234
1306350,qp098h,33,10:45,0.132047663443205
1306894,qp03x8,43,11:30,0.08147539235968038
1307462,qp03pr,4,13:15,0.2345987825456093
1307653,qp098h,52,3:15,0.1249824678503872
1308138,qp098h,49,17:30,0.030011882254554964
1308240,qp098h,28,9:15,0.14338294634202894
1308377,qp098h,40,6:45,0.24606208609644506
1308565,qp03x8,40,1:30,0.14869637554852033
1308793,qp03pr,46,22:0,0.07288771370375044
1309070,qp098h,52,18:30,0.044464940365221466
1309222,qp098h,9,0:15,0.2166754548235875
1309227,qp03x8,40,0:45,0.1078050406467117
1309647,qp098h,15,20:30,0.04164360829848388
1309689,qp03x8,20,4:30,0.07758177585422714
1309833,qp098h,58,13:0,0.13712197958149336
1310113,qp03pr,52,20:30,0.057635435717198674
1310450,qp098h,37,21:45,0.1333909263883723
1310523,qp03pr,13,21:45,0.007416985825051637
1310602,qp098h,60,15:15,0.06647339265572902
1310623,qp098h,42,18:0,0.05929696900775602
1310827,qp03x8,6,1:15,0.05865874029733353
1310996,qp098h,43,21:15,0.07398709005843605
1311262,qp098h,20,22:0,0.138599275510863
1311282,qp098h,56,16:45,0.05830323513017099
1311322,qp03x8,43,2:15,0.09361808052295588
1311452,qp03pr,60,13:30,0.23175448759699555
1311573,qp03x8,21,23:0,0.08872270956189304
1311597,qp03pr,57,18:30,0.06961592685550055
1311822,qp03x8,10,12:45,0.052683494826370296
1312332,qp098h,13,11:45,0.09680097416996564
1312333,qp03pr,50,10:0,0.4238554051435897
1312334,qp098h,28,12:0,0.12331770689183467
1312565,qp03pr,17,21:15,0.08013245882559672
1312879,qp03pr,5,13:15,0.11142361379491687
1313006,qp03pr,27,0:30,0.031971196668786374
1313363,qp098h,49,0:45,0.19515135439513653
1313515,qp098h,17,1:45,0.2179351484531054
1314245,qp098h,5,1:15,0.13244154294519786
1314328,qp03x8,7,13:30,0.0734002062701871
1314386,qp03x8,30,16:45,0.021403647228537787
1314668,qp03pr,33,10:30,0.10732974803552164
1314956,qp03pr,58,12:45,0.16003636413307848
1315413,qp03pr,35,8:45,0.2357307858833993
1315810,qp098h,44,21:30,0.07616653337795884
1315905,qp03pr,20,21:45,0.07510378204625474
1316006,qp03x8,9,10:0,0.06723922039756411
1316075,qp098h,48,6:45,0.11011965811813484
1316092,qp03x8,36,12:15,0.09720572951720023
1316865,qp098h,10,21:15,0.09155963476218312
1316934,qp03pr,61,18:45,0.1931681134492116
1316997,qp03x8,32,8:0,0.15916557382564514
1317372,qp098h,11,8:15,0.13257701783292353
1317418,qp098h,4,23:30,0.13284964141581235
1317662,qp098h,59,8:45,0.1305373664715709
1317842,qp03x8,59,10:45,0.14023907860400178
1317905,qp03x8,52,2:0,0.1302560282759246
1318033,qp098h,11,0:30,0.29283927133975035
1318702,qp03pr,34,6:30,0.11526186778102505
1318871,qp03pr,20,17:30,0.0749368755713119
1319121,qp03pr,43,10:0,0.14515359624796606
1319211,qp03x8,11,13:45,0.13094875224963332
1319574,qp03x8,51,7:45,0.1784770744959457
1319615,qp03pr,22,8:15,0.2781347106289925
1320010,qp098h,31,2:0,0.13305199878434673
1320239,qp098h,4,17:0,0.055667787742855
1320315,qp03x8,38,18:0,0.013834933221927042
1320672,qp098h,1,14:0,0.10657192106435501
1320764,qp098h,39,15:0,0.13809973853556876
1320816,qp098h,45,0:30,0.24133717861948026
1320830,qp098h,31,14:0,0.11707723198931465
1320911,qp098h,12,19:0,0.010878131610150985
1320912,qp098h,2,20:0,0.04505364523589209
1320913,qp098h,22,12:15,0.12532818955872133
1321273,qp03pr,24,13:0,0.25107420115172097
1321577,qp098h,8,1:15,0.2794521897149833
1321996,qp03pr,61,7:45,0.1830027235747642
1322225,qp098h,41,10:30,0.12614850766656147
1322434,qp03pr,61,0:30,0.10065581254594327
1322482,qp03pr,59,14:15,0.2666860985825636
1322629,qp098h,51,20:30,0.02385367214644336
1322747,qp098h,11,1:45,0.2425892313857813
1322846,qp03pr,28,5:0,0.22039102859646048
1322909,qp03x8,41,11:45,0.04792970847996348
1322976,qp03pr,61,0:45,0.11786581442491625
1322978,qp098h,56,10:15,0.1995051537488884
1323113,qp03pr,22,3:30,0.2029601471618324
1323242,qp03pr,10,2:45,0.163273413516455
1323605,qp03pr,57,20:45,0.0298032885090064
1323909,qp03x8,31,15:45,0.0269882351981786
1324030,qp03x8,51,0:30,0.15147094373877976
1324356,qp098h,48,8:15,0.14431091912322186
1324464,qp098h,2,4:0,0.2308190420617025
1324552,qp03x8,12,15:0,0.05722539501687485
1325811,qp03pr,19,5:30,0.1642292808836967
1326224,qp098h,22,0:45,0.2261378930140497
1326594,qp03pr,40,10:30,0.16188138915532446
1326895,qp03x8,49,13:0,0.0757710293042821
1327947,qp03pr,14,17:0,0.07661782906367902
1328325,qp098h,4,16:0,0.08989922034198948
1328444,qp03x8,6,9:15,0.11564139471989768
1328469,qp03x8,15,6:30,0.14887806419133062
1328602,qp03x8,47,17:0,0.02334415792718289
1328639,qp03x8,28,6:45,0.08312986996623667
1328696,qp03x8,24,7:30,0.14306493562582762
1328777,qp098h,19,17:45,0.014422283375948303
1329211,qp03pr,25,1:30,0.13635035022747982
1329261,qp098h,16,8:45,0.14669257774460998
1329376,qp03x8,31,8:15,0.06362247440210421
1329747,qp03pr,25,3:15,0.19111032838913705
1329771,qp03x8,28,10:15,0.08855146401464291
1330333,qp098h,54,4:0,0.19003908037522727
1330548,qp03x8,23,19:15,0.002339333512015236
1330653,qp03pr,20,12:30,0.09579458676715938
1331022,qp03pr,36,22:45,0.05457745001171471
1331262,qp03pr,43,0:30,0.05481279002648802
1331301,qp03x8,10,1:45,0.175794381821663
1331432,qp098h,42,0:30,0.19350204789775707
1331451,qp03x8,37,12:15,0.14333489332162275
1331707,qp098h,28,21:15,0.06217300876745135
1331836,qp03x8,30,6:30,0.1958852766320089
1332016,qp03pr,6,8:15,0.11280986840268728
1332174,qp03pr,59,12:0,0.22835998317953074
1332346,qp03x8,12,10:30,0.1781412658205595
1332471,qp03x8,26,21:15,0.02360717635185653
1332618,qp03x8,14,13:30,0.06551833191747294
1332628,qp098h,5,14:45,0.07593322425321898
1332724,qp03pr,60,15:30,0.1946128189925883
1333117,qp098h,5,5:30,0.16963387845845956
1333143,qp03pr,13,9:0,0.09878523354241346
1334071,qp098h,55,23:30,0.20719809193909572
1334111,qp03pr,21,13:15,0.12907399478703255
1334139,qp03pr,59,3:30,0.18642042685932225
1334373,qp03x8,28,20:0,0.010211709160802331
1334505,qp098h,52,15:45,0.057657359967572576
1334678,qp03x8,42,3:0,0.17830763555985948
1335056,qp03pr,7,2:0,0.11138325638422504
1335832,qp03x8,55,7:45,0.10541556861680833
1336359,qp03pr,33,22:15,0.0381256347960558
1336391,qp03pr,48,6:15,0.08805683362496071
1336467,qp03pr,49,2:45,0.15667932099867998
1336557,qp098h,3,2:15,0.2048968990248664
1336620,qp098h,61,10:0,0.20453057670241365
1336788,qp03pr,54,12:0,0.17966417712909666
1337082,qp098h,9,1:0,0.1871318714733224
1337488,qp03pr,55,13:45,0.09271790492308578
1337512,qp03x8,27,3:45,0.08123107233207452
1337522,qp03pr,46,23:45,0.05040834763002762
1337567,qp098h,40,20:15,0.026832509987413933
1337598,qp03pr,5,16:15,0.17089783735613326
1337688,qp03pr,25,11:15,0.3250675945181346
1337755,qp098h,41,11:0,0.07032992773755674
1337769,qp03x8,40,2:0,0.15450938467297085
1338206,qp03x8,30,19:15,0.021494111319596224
1338235,qp03pr,36,5:45,0.2514268808289525
1338813,qp03x8,54,23:15,0.02116169374971377
1339011,qp098h,24,3:45,0.11933798898448032
1339097,qp03x8,54,10:30,0.21772884134784204
1339685,qp098h,35,8:45,0.12213571906856238
1340411,qp03pr,8,3:45,0.2357027846416393
1340492,qp03x8,31,3:15,0.15780907111136527
1340586,qp03x8,53,4:45,0.15622890363811925
1341303,qp03x8,37,9:15,0.10501034750962457
1341663,qp098h,59,0:0,0.19288797686415607
1341814,qp03x8,61,23:0,0.03519551808696096
1341880,qp03x8,38,14:0,0.10128663172065826
1342001,qp03x8,27,6:45,0.12924871037079594
1342275,qp03x8,19,11:30,0.08627782112732177
1342682,qp03x8,25,4:30,0.17772815505665399
1342788,qp098h,32,15:45,0.09174402824620492
1342945,qp03x8,10,23:15,0.1415594800263775
1342946,qp03x8,38,12:15,0.11191431638852917
1343185,qp098h,35,10:30,0.15182437600526788
1343267,qp03x8,61,19:15,0.020555206189844133
1344152,qp03pr,25,15:30,0.16196000932461355
1344164,qp03x8,8,12:15,0.10144670726910056
1344445,qp03pr,48,0:15,0.038974233635236256
1344451,qp03x8,32,0:15,0.12117911046591065
1344477,qp03pr,34,15:45,0.09447389600153436
1346131,qp03pr,58,19:30,0.04631744279330308
1346463,qp03pr,31,11:45,0.3752975136950919
1346941,qp03pr,25,8:0,0.2689022819666416
1347052,qp03x8,61,14:0,0.06908253053039393
1347891,qp03x8,27,6:30,0.07738416802573002
1348048,qp03pr,40,8:45,0.21388251915198453
1348183,qp098h,13,13:30,0.06815700900342134
1348426,qp098h,51,0:45,0.20929254135214315
1348580,qp03pr,28,19:15,0.05109363514159091
1348589,qp03pr,52,5:15,0.24052323014723104
1348876,qp03pr,10,1:0,0.15588531583783172
1348901,qp03pr,10,12:30,0.224675887333632
1349346,qp03x8,2,14:30,0.06182840204537434
1349560,qp098h,25,1:15,0.3064770240853837
1350152,qp098h,23,7:45,0.1294536801035913
1350279,qp03pr,43,6:30,0.0967014957399265
1350455,qp098h,2,18:0,0.025391759033539896
1350833,qp03x8,46,7:30,0.12133737717767178
1350961,qp098h,23,17:45,0.02317815408340402
1351523,qp03pr,4,5:45,0.31165296985201274
1351706,qp098h,30,22:15,0.112916715674274
1351948,qp03pr,23,2:15,0.16561194084660513
1352074,qp03pr,37,21:30,0.1174157007912066
1352345,qp098h,41,8:30,0.09802424856401837
1353640,qp03pr,13,5:45,0.08504317080122054
1353796,qp03x8,12,3:0,0.1455454221025434
1353950,qp03x8,29,6:0,0.14992912852329718
1354760,qp098h,30,2:30,0.19876571286845088
1354991,qp098h,60,13:0,0.16679578976574036
1355005,qp098h,58,6:15,0.1268707545143885
1355263,qp098h,58,21:45,0.07055414293782505
1355533,qp03pr,17,19:45,0.05397608224023298
1355546,qp03x8,29,17:0,0.002775896608232521
1355673,qp03x8,16,23:15,0.1854168392969818
1355805,qp03x8,27,9:45,0.0967883050684046
1355906,qp098h,40,18:30,0.043459836142227835
1356177,qp098h,13,18:0,0.014740079213500687
1356342,qp03x8,41,18:0,0.015523598639974516
1356675,qp03x8,49,10:15,0.09307529884677
1357012,qp098h,17,14:45,0.09949990509303866
1357147,qp03x8,49,7:0,0.09848929350081054
1357358,qp03pr,60,7:15,0.2347454848785467
1357395,qp098h,47,23:0,0.05249656810370082
1357971,qp03x8,36,8:0,0.11101324355326607
1358286,qp098h,23,23:30,0.21000559530638052
1358384,qp03pr,28,11:45,0.2356544691215353
1358562,qp098h,22,22:15,0.13287274225000067
1359162,qp098h,2,22:0,0.08797330702556744
1359892,qp03pr,43,19:45,0.012043134083615658
1359893,qp03x8,51,14:30,0.06951723457972456
1360605,qp098h,56,10:0,0.2727185340706873
1360853,qp098h,6,5:0,0.13534299469136776
1361455,qp03pr,15,23:15,0.07835327727817769
1361970,qp03x8,11,4:15,0.1729083829397836
1362507,qp03pr,2,6:15,0.19519643197150371
1362578,qp098h,56,15:45,0.06158163372414788
1363039,qp03x8,1,3:30,0.1424490155180096
1363632,qp03pr,47,3:0,0.08716054549300263
1363800,qp03x8,50,23:45,0.15653545457067186
1363864,qp03pr,8,4:0,0.2439715382207477
1363913,qp098h,27,9:0,0.1397148163638719
1363973,qp03pr,11,14:45,0.2265517683982749
1364014,qp03pr,18,16:45,0.1842039160352195
1364115,qp03pr,46,17:45,0.1949908470974312
1364150,qp098h,5,2:30,0.07551764659778018
1364438,qp03pr,23,16:45,0.060930681124953326
1364740,qp03pr,38,19:45,0.04974177922967542
1365090,qp03pr,33,13:0,0.1008397928023151
1365281,qp098h,48,10:45,0.10379212041531807
1365697,qp03pr,31,8:15,0.3038414744054618
1366088,qp098h,59,19:30,0.058717869085621564
1366164,qp098h,13,18:30,0.04134541760086737
1366353,qp03pr,51,14:30,0.2135992178943141
1366461,qp03pr,57,16:30,0.1331942904720329
1366843,qp098h,48,22:30,0.1513896847721337
1366947,qp098h,33,23:45,0.0509983576359936
1367022,qp098h,46,1:0,0.09078120329665487
1367132,qp098h,52,17:45,0.03537219672899812
1368005,qp03x8,17,1:15,0.2113209104772167
1368179,qp03pr,48,15:15,0.06955542741097194
1368261,qp03x8,15,5:15,0.16789659495739026
1368377,qp098h,20,8:45,0.10029460598575032
1368729,qp03pr,49,6:0,0.21857557380152184
1368767,qp03x8,40,14:45,0.09620621642891238
1368841,qp098h,8,14:45,0.08209913018090491
1369240,qp03x8,22,5:15,0.10520556666275774
1369248,qp03x8,34,18:30,0.00047929049081536643
1369328,qp03x8,61,18:15,0.013567344854189914
1369366,qp098h,58,15:45,0.08124745826310091
1370360,qp098h,56,1:30,0.1281549479549181
1370405,qp03x8,19,21:30,0.046038662225915766
1370618,qp03x8,49,2:15,0.11969892440521952
1370653,qp03x8,33,22:45,0.03497272838894856
1371071,qp03x8,13,10:30,0.1223324924964058
1371102,qp098h,8,9:0,0.1139451942243746
1371615,qp03x8,25,23:30,0.08886571767677191
1371842,qp098h,29,19:0,0.016375463896797997
1372638,qp03x8,48,3:0,0.07835127014065221
1372704,qp03x8,52,5:0,0.13344610396039014
1372783,qp098h,50,7:15,0.2023464623642756
1372840,qp098h,40,21:0,0.018550052572239732
1373105,qp03pr,3,19:0,0.0482450249401462
1373339,qp03x8,43,1:0,0.08045432934216172
1373543,qp03x8,21,18:30,0.01877899385663544
1373721,qp098h,36,0:45,0.17458801279367528
1373759,qp098h,4,19:45,0.032625697877965994
1373943,qp098h,28,8:30,0.13571375476106826
1373955,qp03x8,4,15:0,0.05290532238093616
1374015,qp098h,19,5:30,0.3153699434148704
1374075,qp03pr,59,10:45,0.3698986930006031
1374163,qp03x8,32,12:45,0.09398874860124784
1374338,qp098h,28,11:15,0.12723387148473522
1374436,qp03pr,4,0:0,0.13049717268347394
1374479,qp03pr,53,2:30,0.15211128773599195
1374481,qp03x8,49,15:45,0.030237342448407725
1374886,qp098h,36,9:30,0.13619307152162033
1375076,qp098h,13,20:30,0.01934667786296319
1375304,qp03x8,45,19:30,0.010049020984441137
1375310,qp098h,21,8:45,0.10845449510320726
1375370,qp03x8,33,21:45,0.009170243796538555
1375508,qp03x8,4,22:15,0.0698992775237898
1375574,qp098h,33,1:30,0.12516041629658095
1375623,qp03pr,58,8:30,0.3151169490826987
1375852,qp03pr,59,16:0,0.1603595712905317
1375908,qp098h,9,12:15,0.10878477653313673
1376102,qp03x8,58,10:15,0.13053671254380605
1376264,qp03x8,57,6:15,0.1859456728687012
1376568,qp098h,22,5:15,0.17104168634369032
1376590,qp098h,46,15:45,0.0715976712271381
1376871,qp098h,25,10:0,0.2084977481263568
1377331,qp03pr,6,13:45,0.16360037392236332
1377362,qp098h,53,3:30,0.1355993096042452
1377709,qp03pr,37,4:0,0.2347957547067509
1377741,qp03pr,27,20:0,0.04838806684928997
1377755,qp03x8,23,9:15,0.08862150922001027
1377859,qp098h,2,14:15,0.10485707232937916
1378273,qp03pr,59,5:45,0.22648118466273984
1378401,qp03x8,48,15:15,0.07196260663375262
1378485,qp098h,48,10:0,0.09214435305673084
1378574,qp03x8,38,17:30,0.0166694861385894
1378893,qp098h,41,13:0,0.05457001822652525
1379299,qp03pr,58,5:30,0.19441301991815474
1379728,qp03pr,20,6:45,0.14643170185477405
1379758,qp03x8,11,17:30,0.013184866109400182
1380084,qp098h,16,17:30,0.013859552792550122
1380247,qp03pr,17,9:30,0.3329887156875637
1380386,qp03x8,51,15:45,0.049168636055636886
1380574,qp098h,25,1:0,0.3138187081644904
1380853,qp03x8,34,1:0,0.03745572122480025
1380996,qp098h,46,14:45,0.08835570193532027
1381093,qp03x8,30,14:30,0.07622753462087857
1381148,qp03x8,14,14:15,0.09002733471138462
1381200,qp098h,17,18:15,0.02288810832761588
1381299,qp03x8,23,23:15,0.09830979345753313
1381576,qp03pr,48,20:15,0.05337101150921663
1382022,qp03x8,18,15:15,0.04737781907153429
1382329,qp03pr,19,4:15,0.13066470947583458
1382377,qp03pr,56,0:15,0.1025082035920088
1382545,qp03x8,49,4:30,0.09758241101326368
1383235,qp03pr,20,20:30,0.06256358928783264
1383324,qp03pr,31,14:15,0.28770745811880705
1383386,qp03pr,50,18:30,0.027218666887578177
1383819,qp03x8,23,2:30,0.09979308849617348
1384797,qp098h,58,10:45,0.1607181364515822
1384942,qp03x8,13,13:15,0.0680098725772597
1385012,qp03pr,26,16:45,0.14517264976331845
1385274,qp03pr,8,19:0,0.07551477327389719
1385325,qp03pr,15,12:15,0.2577555983781798
1385347,qp098h,31,23:30,0.23820450001671264
1385797,qp03pr,7,0:0,0.1364409765929733
1385852,qp03x8,15,8:45,0.1335973857730155
1386020,qp098h,17,17:45,0.024591695996935118
1386093,qp03pr,24,23:0,0.0846725229735611
1386592,qp03x8,20,20:15,0.028288468583844564
1386712,qp03x8,24,23:30,0.07964221441094275
1386735,qp03pr,31,18:30,0.10759225773750763
1386926,qp098h,41,10:45,0.11858783048283406
1386991,qp098h,27,20:15,0.042683860523631455
1387047,qp03x8,24,12:0,0.08858716753456182
1387117,qp03pr,48,23:45,0.10764010441825356
1387125,qp098h,60,2:45,0.1942712408784748
1387247,qp03x8,26,11:30,0.07430202339271556
1388312,qp03x8,47,19:30,0.011213314387182738
1388535,qp03x8,46,18:45,0.00855356458910878
1388830,qp098h,31,7:30,0.20073732781893136
1388904,qp098h,55,19:30,0.02261812405473072
1389134,qp098h,40,0:0,0.1859722412812992
1389428,qp03x8,43,23:30,0.17756783780435315
1389475,qp098h,41,4:15,0.1627843764440745
1389986,qp098h,31,5:30,0.18261956404530835
1390306,qp098h,35,3:30,0.11665824735268973
1390755,qp03x8,56,16:45,0.01839785683222531
1390964,qp03pr,36,23:45,0.12797421297884426
1391050,qp098h,8,11:45,0.14211212920961586
1391355,qp03pr,41,16:0,0.09211651524178653
1391479,qp03x8,14,7:15,0.09431168052029422
1391802,qp098h,52,2:45,0.12981735612883566
1392156,qp03x8,37,5:30,0.10805213141045106
1392162,qp03x8,34,20:30,0.02433623513470208
1392992,qp03pr,43,7:15,0.08193766816407508
1393048,qp098h,30,12:45,0.11932260312176135
1393099,qp03x8,29,13:45,0.06551014000801604
1393101,qp03pr,41,23:45,0.1100271430203952
1393169,qp03pr,58,18:30,0.03797917378789021
1393805,qp03x8,4,20:30,0.019863216206921448
1394292,qp03pr,30,19:30,0.06046153448939495
1394328,qp098h,61,23:0,0.05314199832477076
1394351,qp098h,42,2:30,0.1864898173336595
1394632,qp03pr,46,22:15,0.0633990320775387
1394846,qp03x8,8,16:30,0.007232635834671381
1394857,qp03pr,55,5:45,0.15761058273668893
1395173,qp098h,57,9:0,0.13653653350586345
1395799,qp03x8,49,0:15,0.1628058779224069
1395802,qp098h,61,18:15,0.04202685870926389
1395991,qp03pr,49,13:0,0.20787753139158247
1396026,qp03pr,58,22:30,0.11190165278610273
1396289,qp098h,48,5:30,0.15466472897627806
1396544,qp03x8,47,4:45,0.16987171246053387
1396649,qp098h,61,2:0,0.17235865702559922
1397006,qp098h,6,22:45,0.1970804630326105
1397270,qp03pr,8,5:30,0.24831134328295834
1397385,qp03pr,28,11:0,0.28623175696787645
1397556,qp03pr,27,8:30,0.08077607684873311
1398289,qp03pr,59,1:30,0.14671693981392578
1398550,qp03x8,28,0:0,0.16452969670264295
1398917,qp03pr,2,20:45,0.032157312662243004
1398935,qp03pr,3,2:30,0.13771682398785312
1399246,qp03pr,30,6:30,0.2164885805800268
1399966,qp03pr,29,4:0,0.2090354678413952
1400068,qp03pr,6,7:45,0.15726650077231574
1400197,qp098h,61,15:0,0.12449037666720104
1400232,qp098h,4,14:45,0.08797149693067365
1400644,qp03pr,55,0:0,0.057153625289194585
1400868,qp03x8,18,16:15,0.029014978082650293
1401704,qp03x8,10,17:15,0.035951320258248716
1402775,qp03x8,27,23:30,0.1485685638595178
1402912,qp098h,8,7:15,0.12004822448515008
1403088,qp03pr,16,16:30,0.12567462735810336
1403252,qp03x8,36,6:30,0.12234366545530573
1403405,qp098h,35,21:30,0.09740088479322756
1403734,qp03x8,46,5:0,0.17195817502677754
1404076,qp03pr,58,5:0,0.20151368996720112
1404116,qp03x8,50,13:45,0.041001968278965975
1404474,qp03x8,58,5:0,0.10501212613552477
1404729,qp03pr,17,15:30,0.1834996431332724
1405706,qp03pr,13,17:30,0.04968788960734847
1405828,qp03pr,49,7:0,0.2736331992158855
1406035,qp03x8,23,13:45,0.05977092753726914
1406330,qp03pr,39,20:30,0.06310565052899883
1406571,qp098h,51,7:15,0.19347889313546804
1406617,qp03pr,3,14:15,0.2532741482311115
1406640,qp03pr,59,23:0,0.08806390308438661
1406724,qp098h,47,21:0,0.0367582200411008
1407077,qp03pr,23,6:30,0.20474213965938087
1407118,qp03x8,17,19:0,0.014202026198026954
1407262,qp03pr,46,20:30,0.14060699141498756
1407286,qp098h,40,17:30,0.08726148640446356
1407775,qp098h,52,0:45,0.2551202307335371
1407804,qp03pr,39,9:45,0.5366370281051074
1408078,qp03x8,60,6:0,0.18259236434954568
1408320,qp098h,41,3:45,0.14012396797665252
1408404,qp098h,50,20:45,0.04265039689940572
1408763,qp03x8,16,16:30,0.01733011884140408
1408886,qp098h,51,23:30,0.2661735263375468
